time_step,hour,time_of_day,traffic_phase,north_vehicles,south_vehicles,east_vehicles,west_vehicles,total_vehicles,north_vehicles_norm,south_vehicles_norm,east_vehicles_norm,west_vehicles_norm,total_vehicles_norm,queue_north,queue_south,queue_east,queue_west,queue_north_norm,queue_south_norm,queue_east_norm,queue_west_norm,wait_north,wait_south,wait_east,wait_west,avg_wait_time,density,congestion_level,pso_best_fitness,pso_improvement_pct,green_time_north,green_time_south,green_time_east,green_time_west,throughput_per_step,fuel_saved_litres,signal_efficiency_pct,peak_hour_flag,emergency_occurred
0,6,Early Morning,LOW,1.262,1.505,1.187,1.693,5.647,0.1479367866549605,0.18571006790670208,0.1364627234413603,0.20833333333333334,0.1721465653449703,0,0,1,3,0.0,0.0,0.05555555555555555,0.15789473684210525,1.5376,1.4517,1.5285,1.2235,1.4353250000000002,0.2423,LOW,1.8069,16.61,11,16,17,10,0.0,0.0,89.02,0,0
0,6,Early Morning,LOW,0.699,0.732,0.838,0.698,2.967,0.06555458004097162,0.07159728373191615,0.08574335125708474,0.06387921022067364,0.07132646151531112,1,0,1,0,0.058823529411764705,0.0,0.05555555555555555,0.0,1.9217,1.5207,1.1302,1.4854,1.5145000000000002,0.1209,LOW,1.9198,19.63,11,12,15,12,0.0,0.0,86.29,0,0
0,6,Early Morning,LOW,1.035,0.977,0.911,0.95,3.873,0.11472051507170031,0.10776498376144081,0.09635227437872404,0.10046457607433218,0.10540967572041232,0,0,0,2,0.0,0.0,0.0,0.10526315789473684,1.7451,1.5703,1.6086,1.7534,1.6693500000000001,0.1539,LOW,1.7998,13.51,20,17,16,11,0.0,0.0,87.12,0,0
0,6,Early Morning,LOW,0.936,0.743,0.866,0.829,3.3739999999999997,0.10023412350014632,0.07322113965160909,0.0898125272489464,0.08289779326364691,0.08663757429839741,1,3,2,0,0.058823529411764705,0.16666666666666666,0.1111111111111111,0.0,1.2597,1.1232,1.7022,1.4761,1.3903,0.1347,LOW,1.7802,28.07,20,20,15,11,0.0,0.0,94.03,0,0
0,6,Early Morning,LOW,0.996,0.957,1.046,0.839,3.8379999999999996,0.10901375475563357,0.10481251845290818,0.11597151576805698,0.08434959349593496,0.10409299525995033,0,2,0,0,0.0,0.1111111111111111,0.0,0.0,1.9462,1.7101,1.1707,1.1558,1.4957,0.1468,LOW,2.0046,16.41,10,20,20,17,0.0,0.0,93.61,0,0
0,6,Early Morning,LOW,0.919,0.972,0.884,1.118,3.893,0.0977465613110916,0.10702686743430764,0.09242842610085744,0.12485481997677123,0.106162064554962,2,1,0,0,0.11764705882352941,0.05555555555555555,0.0,0.0,1.7968,1.5848,1.7774,1.3722,1.6328,0.1651,LOW,2.0439,13.76,15,11,16,19,0.0,0.0,91.31,0,0
0,6,Early Morning,LOW,0.93,0.998,0.838,0.869,3.635,0.0993561603745976,0.11086507233540008,0.08574335125708474,0.08870499419279906,0.09645624858927093,1,1,1,0,0.058823529411764705,0.05555555555555555,0.05555555555555555,0.0,1.637,1.2637,1.5272,1.9236,1.587875,0.1506,LOW,1.9734,29.92,20,20,13,17,0.0,0.0,95.63,0,0
0,6,Early Morning,LOW,1.495,1.323,1.428,1.288,5.534000000000001,0.1820310213637694,0.1588426335990552,0.17148670251416945,0.14953542392566785,0.16789556842976455,0,1,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,1.6662,1.4895,1.0921,1.238,1.3714499999999998,0.236,LOW,1.7736,16.06,17,16,20,19,0.0,0.0,86.26,0,0
0,6,Early Morning,LOW,1.054,0.84,0.747,1.057,3.698,0.11750073163593797,0.08754059639799233,0.07251852928353436,0.11599883855981416,0.09882627341810249,0,1,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,1.3372,1.0605,1.7355,1.3056,1.3597000000000001,0.1486,LOW,1.8988,29.13,13,15,14,15,0.0,0.0,90.43,0,0
0,6,Early Morning,LOW,1.292,1.193,1.119,1.381,4.985,0.15232660228270412,0.13965160909359317,0.12658043888969628,0.16303716608594657,0.1472424949213754,3,1,0,3,0.1764705882352941,0.05555555555555555,0.0,0.15789473684210525,1.576,1.7184,1.4467,1.378,1.529775,0.1936,LOW,1.9152,30.41,16,20,13,20,0.0,0.0,97.77,0,0
0,6,Early Morning,LOW,0.659,0.795,0.807,0.691,2.952,0.05970149253731343,0.08089754945379393,0.0812381921232379,0.06286295005807199,0.07076216988939885,3,1,1,1,0.1764705882352941,0.05555555555555555,0.05555555555555555,0.05263157894736842,1.6724,1.6055,1.1084,1.1507,1.3842500000000002,0.1256,LOW,1.6853,21.91,20,18,16,18,0.0,0.0,94.5,0,0
0,6,Early Morning,LOW,0.94,0.969,1.288,1.059,4.256,0.10081943225051213,0.10658399763802776,0.15114082255486122,0.11628919860627177,0.11981792190203899,1,1,3,4,0.058823529411764705,0.05555555555555555,0.16666666666666666,0.21052631578947367,1.1978,1.4669,1.7974,1.2227,1.4211999999999998,0.1849,LOW,1.7497,15.88,13,15,20,12,0.0,0.0,87.78,0,0
0,6,Early Morning,LOW,0.598,0.488,0.526,0.459,2.0709999999999997,0.05077553409423471,0.035577206967818124,0.04040110449062637,0.02918118466898955,0.037619441727484756,1,0,1,0,0.058823529411764705,0.0,0.05555555555555555,0.0,1.4582,1.3053,1.2167,1.3597,1.3349749999999998,0.0915,LOW,1.9704,22.75,20,14,13,11,0.0,0.0,93.22,0,0
0,6,Early Morning,LOW,1.156,0.986,0.996,0.868,4.006,0.13242610477026628,0.1090935931502805,0.10870513006830404,0.08855981416957026,0.1104130614701678,1,2,1,1,0.058823529411764705,0.1111111111111111,0.05555555555555555,0.05263157894736842,1.401,1.1465,1.4809,1.4198,1.36205,0.1615,LOW,1.6687,19.35,20,13,20,14,0.0,0.0,87.98,0,0
0,6,Early Morning,LOW,0.893,0.879,0.78,0.988,3.54,0.09394205443371378,0.09329790374963096,0.07731434384537131,0.1059814169570267,0.0928824016251599,1,0,0,1,0.058823529411764705,0.0,0.0,0.05263157894736842,1.1351,1.8221,1.3741,1.3348,1.416525,0.1387,LOW,1.712,25.83,11,17,13,20,0.0,0.0,94.79,0,0
0,6,Early Morning,LOW,0.718,0.854,0.583,0.626,2.781,0.06833479660520925,0.08960732211396516,0.04868478418834472,0.053426248548199766,0.06432924535399895,1,0,0,0,0.058823529411764705,0.0,0.0,0.0,1.7844,1.8178,1.3963,1.0946,1.523275,0.1201,LOW,1.8136,23.89,14,13,17,10,0.0,0.0,92.46,0,0
0,6,Early Morning,LOW,1.055,0.948,1.214,1.017,4.234,0.11764705882352938,0.10348390906406849,0.14038657171922686,0.110191637630662,0.11899029418403431,1,1,2,0,0.058823529411764705,0.05555555555555555,0.1111111111111111,0.0,1.8698,1.2579,1.7676,1.7652,1.665125,0.192,LOW,2.1243,28.67,13,12,20,13,0.0,0.0,96.38,0,0
0,6,Early Morning,LOW,1.349,0.997,1.097,0.952,4.395,0.160667251975417,0.11071744906997344,0.12338322918180497,0.10075493612078978,0.12504702430215936,0,0,1,0,0.0,0.0,0.05555555555555555,0.0,1.9426,1.3122,1.5628,1.3176,1.5338000000000003,0.1966,LOW,1.9409,23.23,10,20,20,15,0.0,0.0,94.05,0,0
0,6,Early Morning,LOW,0.696,0.622,0.705,0.627,2.6500000000000004,0.06511559847819723,0.05535872453498671,0.06641476529574189,0.05357142857142857,0.059401098487698464,2,1,1,3,0.11764705882352941,0.05555555555555555,0.05555555555555555,0.15789473684210525,1.2926,1.729,1.7566,1.553,1.5828,0.1121,LOW,1.7416,24.04,15,20,20,18,0.0,0.0,87.66,0,0
0,6,Early Morning,LOW,0.951,0.925,0.74,0.811,3.4269999999999996,0.10242903131401812,0.100088573959256,0.07150123528556895,0.08028455284552846,0.08863140470995409,3,1,0,3,0.1764705882352941,0.05555555555555555,0.0,0.15789473684210525,1.939,1.7166,1.4605,1.6876,1.7009249999999998,0.135,LOW,2.0666,28.81,20,20,12,15,0.0,0.0,98.07,0,0
0,6,Early Morning,LOW,0.957,0.832,0.864,0.767,3.42,0.10330699443956687,0.08635961027457928,0.08952187182095628,0.0738966318234611,0.08836806861786173,1,2,2,1,0.058823529411764705,0.1111111111111111,0.1111111111111111,0.05263157894736842,1.5716,1.8129,1.1711,1.8526,1.60205,0.1424,LOW,1.9176,19.77,18,20,20,15,0.0,0.0,93.42,0,0
0,6,Early Morning,LOW,1.098,0.789,0.948,0.871,3.706,0.12393912788996195,0.08001180986123413,0.10172939979654119,0.08899535423925667,0.09912722895192236,0,2,1,1,0.0,0.1111111111111111,0.05555555555555555,0.05263157894736842,1.6882,1.896,1.4125,1.6807,1.6693500000000001,0.1563,LOW,2.0154,13.56,15,19,17,20,0.0,0.0,89.58,0,0
0,6,Early Morning,LOW,1.11,0.875,0.992,0.943,3.9200000000000004,0.12569505414105941,0.09270741068792443,0.10812381921232381,0.09944831591173053,0.10717778948160411,0,2,1,1,0.0,0.1111111111111111,0.05555555555555555,0.05263157894736842,1.1398,1.1423,1.4538,1.2122,1.237025,0.1542,LOW,1.6752,15.61,20,12,20,17,0.0,0.0,91.29,0,0
0,6,Early Morning,LOW,1.172,1.037,1.099,1.157,4.465,0.13476733977172956,0.11662237968703867,0.12367388460979509,0.13051684088269455,0.1276803852230833,3,0,2,1,0.1764705882352941,0.0,0.1111111111111111,0.05263157894736842,1.6853,1.5206,1.8481,1.2087,1.5656750000000001,0.1925,LOW,1.7524,30.72,15,20,18,20,0.0,0.0,98.4,0,0
0,6,Early Morning,LOW,1.032,0.956,0.909,0.754,3.6510000000000002,0.11428153350892595,0.10466489518748154,0.09606161895073392,0.07200929152148663,0.0970581596569107,1,0,1,0,0.058823529411764705,0.0,0.05555555555555555,0.0,1.6623,1.4554,1.0619,1.898,1.5194,0.1458,LOW,1.7475,18.19,12,18,11,19,0.0,0.0,93.79,0,0
0,6,Early Morning,LOW,1.032,0.861,0.825,0.855,3.573,0.11428153350892595,0.09064068497195157,0.08385409097514895,0.0866724738675958,0.09412384320216688,2,2,0,2,0.11764705882352941,0.1111111111111111,0.0,0.10526315789473684,1.8907,1.7457,1.3999,1.2858,1.580525,0.1671,LOW,1.8925,27.63,11,11,20,11,0.0,0.0,98.25,0,0
0,6,Early Morning,LOW,1.373,1.492,1.45,1.441,5.756,0.16417910447761194,0.1837909654561559,0.17468391222206076,0.1717479674796748,0.17624708449326615,1,0,1,0,0.058823529411764705,0.0,0.05555555555555555,0.0,1.0596,1.071,1.2937,1.8804,1.326175,0.2199,LOW,1.6917,21.61,14,17,10,12,0.0,0.0,86.8,0,0
0,6,Early Morning,LOW,0.703,0.816,0.723,0.909,3.151,0.06613988879133742,0.08399763802775317,0.06903066414765296,0.09451219512195122,0.07824843879316831,1,0,0,1,0.058823529411764705,0.0,0.0,0.05263157894736842,1.6167,1.5416,1.2275,1.6604,1.51155,0.1355,LOW,1.847,26.29,13,20,19,18,0.0,0.0,95.45,0,0
0,6,Early Morning,LOW,1.092,1.031,0.906,0.849,3.878,0.12306116476441323,0.11573664009447887,0.09562563580874875,0.08580139372822299,0.10559777292904976,1,1,2,1,0.058823529411764705,0.05555555555555555,0.1111111111111111,0.05263157894736842,1.8067,1.574,1.7043,1.3593,1.611075,0.1602,LOW,1.8217,19.06,11,17,14,14,0.0,0.0,94.84,0,0
0,6,Early Morning,LOW,0.609,0.584,0.467,0.655,2.3150000000000004,0.0523851331577407,0.04974904044877473,0.0318267693649179,0.05763646922183508,0.04679858550899106,2,2,2,2,0.11764705882352941,0.1111111111111111,0.1111111111111111,0.10526315789473684,1.5591,1.8808,1.567,1.1809,1.54695,0.0912,LOW,1.917,28.01,15,18,20,19,0.0,0.0,93.28,0,0
0,6,Early Morning,LOW,0.636,0.701,0.68,0.61,2.627,0.05633596722270998,0.06702096250369058,0.06278157244586544,0.0511033681765389,0.05853585132796629,3,1,0,0,0.1764705882352941,0.05555555555555555,0.0,0.0,1.7628,1.8351,1.873,1.3556,1.706625,0.1078,LOW,2.0645,17.86,10,20,17,16,0.0,0.0,87.62,0,0
0,6,Early Morning,LOW,0.785,0.874,0.92,0.704,3.2830000000000004,0.07813871817383669,0.09255978742249779,0.09766022380467956,0.06475029036004645,0.08321420510119631,2,0,2,1,0.11764705882352941,0.0,0.1111111111111111,0.05263157894736842,1.3377,1.1788,1.845,1.7144,1.5189749999999997,0.1368,LOW,1.9006,30.81,17,20,17,10,0.0,0.0,94.23,0,0
0,6,Early Morning,LOW,0.567,0.642,0.542,0.584,2.335,0.04623939127889961,0.058311189843519344,0.042726347914547304,0.047328687572590004,0.04755097434354075,1,0,0,2,0.058823529411764705,0.0,0.0,0.10526315789473684,1.235,1.8853,1.4969,1.6772,1.5736,0.0952,LOW,1.8446,19.13,20,15,20,17,0.0,0.0,94.87,0,0
0,6,Early Morning,LOW,1.479,1.222,1.295,1.403,5.399,0.17968978636230612,0.14393268379096547,0.15215811655282663,0.16623112659698025,0.1628169437965541,3,1,1,1,0.1764705882352941,0.05555555555555555,0.05555555555555555,0.05263157894736842,1.1225,1.0507,1.2819,1.6115,1.2666499999999998,0.2083,LOW,1.7321,28.48,14,19,18,20,0.0,0.0,94.25,0,0
0,6,Early Morning,LOW,0.702,0.852,0.869,0.712,3.135,0.06599356160374598,0.08931207558311191,0.09024851039093157,0.06591173054587687,0.07764652772552855,0,0,3,2,0.0,0.0,0.16666666666666666,0.10526315789473684,1.4162,1.166,1.3513,1.482,1.353875,0.1339,LOW,1.6961,13.74,15,20,11,20,0.0,0.0,93.96,0,0
0,6,Early Morning,LOW,1.564,1.495,1.269,1.145,5.473000000000001,0.19212759730757975,0.1842338352524358,0.1483795959889551,0.1287746806039489,0.16560078248438798,2,0,1,1,0.11764705882352941,0.0,0.05555555555555555,0.05263157894736842,1.2141,1.0889,1.4861,1.4016,1.297675,0.2206,LOW,1.7432,14.88,15,16,14,16,0.0,0.0,86.93,0,0
0,6,Early Morning,LOW,1.045,1.083,1.122,0.903,4.1530000000000005,0.11618378694761486,0.12341304989666371,0.12701642203168148,0.0936411149825784,0.11594311940410806,0,1,2,0,0.0,0.05555555555555555,0.1111111111111111,0.0,1.3205,1.7513,1.9193,1.7857,1.6942000000000002,0.175,LOW,1.8342,23.45,19,19,15,20,0.0,0.0,93.68,0,0
0,6,Early Morning,LOW,1.526,1.3,1.407,1.47,5.703,0.18656716417910446,0.1554472984942427,0.16843482052027323,0.1759581881533101,0.17425325408170947,0,2,0,0,0.0,0.1111111111111111,0.0,0.0,1.5722,1.4968,1.7526,1.8598,1.67035,0.2231,LOW,2.0983,17.1,20,19,11,18,0.0,0.0,93.22,0,0
0,6,Early Morning,LOW,0.882,1.012,0.77,0.862,3.5260000000000002,0.09233245537020779,0.1129317980513729,0.07586106670542073,0.08768873403019745,0.09235572944097512,0,0,3,1,0.0,0.0,0.16666666666666666,0.05263157894736842,1.4246,1.057,1.636,1.5574,1.4187500000000002,0.1599,LOW,1.8804,20.97,10,19,14,11,0.0,0.0,89.86,0,0
0,6,Early Morning,LOW,0.464,0.626,0.571,0.608,2.269,0.031167690956979806,0.05594921759669324,0.046940851620404005,0.05081300813008129,0.045068091189526746,1,0,1,1,0.058823529411764705,0.0,0.05555555555555555,0.05263157894736842,1.3386,1.255,1.6266,1.7739,1.498525,0.0876,LOW,1.7854,28.25,17,19,20,10,0.0,0.0,90.99,0,0
0,6,Early Morning,LOW,0.943,0.925,1.07,0.788,3.726,0.10125841381328649,0.100088573959256,0.1194593809039384,0.07694541231126598,0.09987961778647206,0,0,0,2,0.0,0.0,0.0,0.10526315789473684,1.08,1.8493,1.0783,1.7741,1.445425,0.1595,LOW,1.8262,28.98,19,14,20,15,0.0,0.0,96.78,0,0
0,6,Early Morning,LOW,0.994,1.022,1.098,1.088,4.202,0.10872110038045069,0.11440803070563921,0.12352855689580006,0.1204994192799071,0.11778647204875481,0,2,1,1,0.0,0.1111111111111111,0.05555555555555555,0.05263157894736842,1.4118,1.6248,1.8928,1.5087,1.609525,0.1628,LOW,2.0877,26.98,16,18,20,18,0.0,0.0,95.91,0,0
0,6,Early Morning,LOW,1.616,1.184,1.444,1.579,5.8229999999999995,0.1997366110623354,0.13832299970475345,0.1738119459380904,0.19178281068524972,0.1787675870890076,0,4,4,1,0.0,0.2222222222222222,0.2222222222222222,0.05263157894736842,1.7121,1.874,1.5543,1.2367,1.5942749999999999,0.2444,LOW,1.9594,13.2,20,18,10,14,0.0,0.0,91.13,0,0
0,6,Early Morning,LOW,0.972,0.908,1.04,1.14,4.06,0.10550190225343867,0.09757897844700325,0.11509954948408663,0.12804878048780488,0.11244451132345196,1,0,1,2,0.058823529411764705,0.0,0.05555555555555555,0.10526315789473684,1.2176,1.1684,1.1169,1.3954,1.2245750000000002,0.1749,LOW,1.8173,27.87,12,14,10,13,0.0,0.0,97.12,0,0
0,6,Early Morning,LOW,1.093,1.292,1.142,1.231,4.758,0.12320749195200467,0.15426631237082966,0.12992297631158262,0.14126016260162602,0.13870288164923633,0,1,0,1,0.0,0.05555555555555555,0.0,0.05263157894736842,1.794,1.8846,1.6078,1.6058,1.7230500000000002,0.2038,LOW,1.8901,23.45,20,18,16,15,0.0,0.0,95.13,0,0
0,6,Early Morning,LOW,1.505,1.46,1.031,1.22,5.215999999999999,0.18349429323968391,0.17906702096250368,0.11379160005813108,0.13966318234610917,0.15593258596042434,0,1,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,1.9064,1.6057,1.3242,1.5529,1.5973000000000002,0.2112,LOW,1.9854,17.49,10,18,14,15,0.0,0.0,85.59,0,0
0,6,Early Morning,LOW,1.076,1.347,1.126,1.336,4.885,0.12071992976294996,0.16238559196929436,0.12759773288766169,0.15650406504065043,0.1434805507486269,0,0,2,1,0.0,0.0,0.1111111111111111,0.05263157894736842,1.7213,1.8134,1.5843,1.1865,1.576375,0.2008,LOW,2.0175,22.38,16,18,20,20,0.0,0.0,88.09,0,0
1,6,Early Morning,LOW,0.622,0.552,0.515,0.702,2.391,0.054287386596429614,0.04502509595512253,0.03880249963668072,0.06445993031358885,0.049657663080279885,0,1,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,1.2502,1.5707,1.9463,1.3232,1.5226,0.1065,LOW,1.9323,23.89,14,14,19,16,0.0,0.0,96.38,0,0
1,6,Early Morning,LOW,1.667,1.572,1.354,1.397,5.99,0.20719929762949957,0.1956008266902864,0.16073245167853512,0.16536004645760743,0.18505003385749758,0,5,0,0,0.0,0.2777777777777778,0.0,0.0,1.8443,1.8131,1.2764,1.7723,1.6765249999999998,0.2344,LOW,1.9696,14.61,12,14,12,20,0.0,0.0,85.76,0,0
1,6,Early Morning,LOW,0.88,0.973,0.732,0.948,3.533,0.09203980099502487,0.10717449069973428,0.07033861357360849,0.10017421602787457,0.09261906553306751,0,4,0,2,0.0,0.2222222222222222,0.0,0.10526315789473684,1.803,1.9306,1.6888,1.4673,1.7224249999999999,0.1369,LOW,1.9741,27.6,17,18,16,10,0.0,0.0,92.65,0,0
1,6,Early Morning,LOW,1.545,1.57,1.41,1.23,5.755000000000001,0.1893473807433421,0.19530558015943314,0.1688708036622584,0.14111498257839722,0.1762094650515387,0,2,1,0,0.0,0.1111111111111111,0.05555555555555555,0.0,1.8854,1.8771,1.6993,1.3596,1.7053500000000001,0.2261,LOW,1.9787,19.87,18,12,11,13,0.0,0.0,86.75,0,0
1,6,Early Morning,LOW,1.348,1.229,1.73,1.586,5.893000000000001,0.1605209247878256,0.14496604664895188,0.21537567214067727,0.19279907084785136,0.1814009480099316,0,2,0,1,0.0,0.1111111111111111,0.0,0.05263157894736842,1.6109,1.4552,1.5194,1.2739,1.46485,0.2453,LOW,1.8913,23.46,20,20,19,17,0.0,0.0,92.13,0,0
1,6,Early Morning,LOW,0.963,1.316,1.044,1.288,4.611,0.10418495756511559,0.15780927074106882,0.11568086034006686,0.14953542392566785,0.13317282371529607,0,1,2,1,0.0,0.05555555555555555,0.1111111111111111,0.05263157894736842,1.1741,1.6973,1.8497,1.7256,1.611675,0.1888,LOW,1.8436,16.42,11,10,15,20,0.0,0.0,87.47,0,0
1,6,Early Morning,LOW,0.903,1.194,1.044,1.054,4.195,0.09540532630962834,0.13979923235901978,0.11568086034006686,0.11556329849012778,0.11752313595666242,0,2,2,2,0.0,0.1111111111111111,0.1111111111111111,0.10526315789473684,1.1137,1.8629,1.4196,1.6649,1.5152750000000001,0.166,LOW,1.9118,27.43,18,11,20,13,0.0,0.0,91.87,0,0
1,6,Early Morning,LOW,1.221,1.273,0.968,0.98,4.442,0.14193737196371087,0.15146147032772364,0.10463595407644238,0.10481997677119628,0.12681513806335115,2,1,0,3,0.11764705882352941,0.05555555555555555,0.0,0.15789473684210525,1.226,1.8497,1.6646,1.3494,1.522425,0.1897,LOW,2.0441,16.67,14,11,20,14,0.0,0.0,89.6,0,0
1,6,Early Morning,LOW,1.393,1.447,1.289,1.613,5.741999999999999,0.16710564822944102,0.1771479185119575,0.15128615026885628,0.19671893147502903,0.1757204123090813,1,1,0,1,0.058823529411764705,0.05555555555555555,0.0,0.05263157894736842,1.4606,1.3096,1.5175,1.5697,1.46435,0.2325,LOW,1.6892,26.83,15,11,10,14,0.0,0.0,92.43,0,0
1,6,Early Morning,LOW,1.539,1.214,1.175,1.339,5.2669999999999995,0.18846941761779337,0.1427516976675524,0.1347187908734196,0.1569396051103368,0.15785117748852606,0,1,2,0,0.0,0.05555555555555555,0.1111111111111111,0.0,1.0606,1.2709,1.5496,1.3018,1.295725,0.2274,LOW,1.6443,26.77,18,15,12,20,0.0,0.0,95.21,0,0
1,6,Early Morning,LOW,0.98,1.259,1.093,0.931,4.263,0.1066725197541703,0.1493947446117508,0.12280191832582474,0.0977061556329849,0.12008125799413139,0,1,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,1.7829,1.5091,1.2258,1.3496,1.4668499999999998,0.1752,LOW,1.7957,14.7,11,20,17,13,0.0,0.0,86.01,0,0
1,6,Early Morning,LOW,0.435,0.473,0.429,0.474,1.811,0.026924202516827624,0.03336285798641866,0.026304316233105654,0.0313588850174216,0.027838386878338714,0,2,1,1,0.0,0.1111111111111111,0.05555555555555555,0.05263157894736842,1.0986,1.4478,1.0833,1.8928,1.380625,0.088,LOW,1.8258,26.44,11,16,13,20,0.0,0.0,93.66,0,0
